image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
test_stg2/image_05638.jpg,0.241726413369,0.00777777796611,0.00777777796611,0.00777777796611,0.118301488459,0.0729008540511,0.0206192955375,0.544040322304
test_stg2/image_02364.jpg,0.292596071959,0.00777777796611,0.00777777796611,0.00777777796611,0.678241550922,0.00777777796611,0.00777777796611,0.0174319762737
test_stg2/image_10663.jpg,0.0187247339636,0.263521760702,0.0652408897877,0.00777777796611,0.00777777796611,0.011462284252,0.0266574975103,0.608163356781
test_stg2/image_00255.jpg,0.110741764307,0.00777777796611,0.00777777796611,0.00777777796611,0.818830966949,0.00777777796611,0.00777777796611,0.0529467016459
test_stg2/image_08003.jpg,0.241880655289,0.0377518124878,0.00777777796611,0.00777777796611,0.393834024668,0.0591904781759,0.0219954177737,0.237437188625
test_stg2/image_05669.jpg,0.344554007053,0.0745450183749,0.0125424265862,0.00777777796611,0.262711495161,0.0628817081451,0.0242625642568,0.21073564887
test_stg2/image_11511.jpg,0.574056208134,0.0304716899991,0.00777777796611,0.00777777796611,0.0142838349566,0.0751489922404,0.0266199763864,0.270509570837
test_stg2/image_10794.jpg,0.00777777796611,0.00777777796611,0.00777777796611,0.00777777796611,0.124733746052,0.0157644730061,0.0450922474265,0.807639181614
test_stg2/image_04845.jpg,0.230849415064,0.00777777796611,0.00777777796611,0.00777777796611,0.429893761873,0.0114068025723,0.00777777796611,0.320754379034
test_stg2/image_02907.jpg,0.732523143291,0.0126883471385,0.00777777796611,0.00777777796611,0.23816677928,0.00777777796611,0.00777777796611,0.010752491653
test_stg2/image_11680.jpg,0.502368927002,0.0646941959858,0.00777777796611,0.00777777796611,0.106864497066,0.119896352291,0.00828641559929,0.191152080894
test_stg2/image_05998.jpg,0.489334702492,0.00777777796611,0.00777777796611,0.00777777796611,0.159379914403,0.191794097424,0.0182794965804,0.135972812772
test_stg2/image_06102.jpg,0.218770697713,0.040232013911,0.00777777796611,0.00777777796611,0.0298142898828,0.0385763570666,0.0261414647102,0.640118896961
test_stg2/image_03438.jpg,0.410315036774,0.00777777796611,0.00777777796611,0.00777777796611,0.13427978754,0.0424229465425,0.00777777796611,0.407450914383
test_stg2/image_06921.jpg,0.0144833065569,0.065277390182,0.00777777796611,0.00777777796611,0.00777777796611,0.0103992577642,0.00893556792289,0.88857036829
test_stg2/image_05945.jpg,0.0770279020071,0.271185547113,0.00824190117419,0.00777777796611,0.100145578384,0.0460530854762,0.00987250823528,0.481918722391
test_stg2/image_00198.jpg,0.301873028278,0.00965724885464,0.00777777796611,0.00777777796611,0.0292243734002,0.0701518580317,0.00777777796611,0.576022565365
test_stg2/image_11879.jpg,0.339954435825,0.00777777796611,0.00777777796611,0.00777777796611,0.327324062586,0.0719045847654,0.00777777796611,0.247908219695
test_stg2/image_08081.jpg,0.289526641369,0.00777777796611,0.0113479290158,0.00777777796611,0.251690924168,0.0612709186971,0.00777777796611,0.378625065088
test_stg2/image_01494.jpg,0.0657873526216,0.204043805599,0.00877533107996,0.00777777796611,0.0550680011511,0.0275023225695,0.0170013774186,0.617623746395
test_stg2/image_05150.jpg,0.596923530102,0.0575392507017,0.00777777796611,0.00777777796611,0.00900081638247,0.213802024722,0.00777777796611,0.109007783234
test_stg2/image_05045.jpg,0.00777777796611,0.0122077763081,0.00777777796611,0.00777777796611,0.189563244581,0.0241244547069,0.235935598612,0.530469536781
test_stg2/image_05446.jpg,0.0661074593663,0.209678545594,0.0106770610437,0.00777777796611,0.0179088711739,0.0419405251741,0.0370618887246,0.612817585468
test_stg2/image_02659.jpg,0.033661685884,0.406288355589,0.00777777796611,0.00777777796611,0.0244407914579,0.0364845506847,0.0163380820304,0.472888976336
